ensembl_gene_id,external_gene_name
ENSG00000256053,APOPT1
ENSG00000142192,APP
ENSG00000167580,AQP2
ENSG00000095139,ARCN1
ENSG00000124198,ARFGEF2
ENSG00000118520,ARG1
ENSG00000031081,ARHGAP31
ENSG00000141522,ARHGDIA
ENSG00000104880,ARHGEF18
ENSG00000116584,ARHGEF2
ENSG00000129675,ARHGEF6
ENSG00000131089,ARHGEF9
ENSG00000117713,ARID1A
ENSG00000049618,ARID1B
ENSG00000189079,ARID2
ENSG00000169379,ARL13B
ENSG00000102931,ARL2BP
ENSG00000113966,ARL6
ENSG00000135931,ARMC9
ENSG00000172379,ARNT2
ENSG00000100299,ARSA
ENSG00000173409,ARV1
ENSG00000099889,ARVCF
ENSG00000004848,ARX
ENSG00000104763,ASAH1
ENSG00000139352,ASCL1
ENSG00000116539,ASH1L
ENSG00000126522,ASL
ENSG00000108381,ASPA
ENSG00000066279,ASPM
ENSG00000130707,ASS1
ENSG00000171456,ASXL1
ENSG00000143970,ASXL2
ENSG00000141431,ASXL3
ENSG00000138138,ATAD1
ENSG00000197785,ATAD3A
ENSG00000138363,ATIC
ENSG00000198513,ATL1
ENSG00000018625,ATP1A2
ENSG00000105409,ATP1A3
ENSG00000174437,ATP2A2
ENSG00000124172,ATP5F1E
ENSG00000071553,ATP6AP1
ENSG00000182220,ATP6AP2
ENSG00000185344,ATP6V0A2
ENSG00000114573,ATP6V1A
ENSG00000147416,ATP6V1B2
ENSG00000131100,ATP6V1E1
ENSG00000165240,ATP7A
ENSG00000123191,ATP7B
ENSG00000132932,ATP8A2
ENSG00000175054,ATR
ENSG00000164053,ATRIP
ENSG00000085224,ATRX
ENSG00000158321,AUTS2
ENSG00000126895,AVPR2
ENSG00000162885,B3GALNT2
ENSG00000176022,B3GALT6
ENSG00000187676,B3GLCT
ENSG00000135454,B4GALNT1
ENSG00000174684,B4GAT1
ENSG00000108641,B9D1
ENSG00000009954,BAZ1B
ENSG00000214413,BBIP1
ENSG00000174483,BBS1
ENSG00000179941,BBS10
ENSG00000181004,BBS12
ENSG00000125124,BBS2
ENSG00000140463,BBS4
ENSG00000163093,BBS5
ENSG00000138686,BBS7
ENSG00000122507,BBS9
ENSG00000185825,BCAP31
ENSG00000248098,BCKDHA
ENSG00000083123,BCKDHB
ENSG00000103507,BCKDK
ENSG00000119866,BCL11A
ENSG00000127152,BCL11B
ENSG00000183337,BCOR
ENSG00000186716,BCR
ENSG00000074582,BCS1L
ENSG00000176697,BDNF
ENSG00000167995,BEST1
ENSG00000136717,BIN1
ENSG00000197299,BLM
ENSG00000171634,BPTF
ENSG00000157764,BRAF
ENSG00000106009,BRAT1
ENSG00000012048,BRCA1
ENSG00000139618,BRCA2
ENSG00000185024,BRF1
ENSG00000136492,BRIP1
ENSG00000156983,BRPF1
ENSG00000165288,BRWD3
ENSG00000168000,BSCL2
ENSG00000162399,BSND
ENSG00000169679,BUB1
ENSG00000156970,BUB1B
ENSG00000154473,BUB3
ENSG00000111678,C12orf57
ENSG00000130921,C12orf65
ENSG00000174917,C19orf70
ENSG00000168014,C2CD3
ENSG00000156172,C8orf37
ENSG00000104267,CA2
ENSG00000167434,CA4
ENSG00000178538,CA8
ENSG00000141837,CACNA1A
ENSG00000151067,CACNA1C
ENSG00000157388,CACNA1D
ENSG00000006283,CACNA1G
ENSG00000166862,CACNG2
ENSG00000070808,CAMK2A
ENSG00000058404,CAMK2B
ENSG00000143919,CAMKMT
ENSG00000171735,CAMTA1
ENSG00000171302,CANT1
ENSG00000147044,CASK
ENSG00000105974,CAV1
ENSG00000177469,CAVIN1
ENSG00000160200,CBS
ENSG00000132024,CC2D1A
ENSG00000048342,CC2D2A
ENSG00000183287,CCBE1
ENSG00000101997,CCDC22
ENSG00000115355,CCDC88A
ENSG00000015133,CCDC88C
ENSG00000153283,CD96
ENSG00000070831,CDC42
ENSG00000093009,CDC45
ENSG00000094804,CDC6
ENSG00000144354,CDCA7
ENSG00000140937,CDH11
ENSG00000129910,CDH15
ENSG00000107736,CDH23
ENSG00000148600,CDHR1
ENSG00000185324,CDK10
ENSG00000065883,CDK13
ENSG00000136861,CDK5RAP2
ENSG00000105810,CDK6
ENSG00000008086,CDKL5
ENSG00000064309,CDON
ENSG00000167513,CDT1
ENSG00000138778,CENPE
ENSG00000151849,CENPJ
ENSG00000116198,CEP104
ENSG00000168944,CEP120
ENSG00000174799,CEP135
ENSG00000103995,CEP152
ENSG00000174007,CEP19
ENSG00000198707,CEP290
ENSG00000106477,CEP41
ENSG00000166037,CEP57
ENSG00000182923,CEP63
ENSG00000173588,CEP83
ENSG00000188452,CERKL
ENSG00000223802,CERS1
ENSG00000198824,CHAMP1
ENSG00000070748,CHAT
ENSG00000153922,CHD1
ENSG00000173575,CHD2
ENSG00000111642,CHD4
ENSG00000171316,CHD7
ENSG00000100288,CHKB
ENSG00000131165,CHMP1A
ENSG00000101204,CHRNA4
ENSG00000175344,CHRNA7
ENSG00000169105,CHST14
ENSG00000136425,CIB2
ENSG00000079432,CIC
ENSG00000145354,CISD2
ENSG00000122966,CIT
ENSG00000169607,CKAP2L
ENSG00000073464,CLCN4
ENSG00000186510,CLCNKA
ENSG00000184908,CLCNKB
ENSG00000155962,CLIC2
ENSG00000106665,CLIP2
ENSG00000188603,CLN3
ENSG00000102805,CLN5
ENSG00000182372,CLN8
ENSG00000172409,CLP1
ENSG00000162129,CLPB
ENSG00000163646,CLRN1
ENSG00000198515,CNGA1
ENSG00000070729,CNGB1
ENSG00000149970,CNKSR2
ENSG00000148842,CNNM2
ENSG00000137161,CNPY3
ENSG00000184144,CNTN2
ENSG00000174469,CNTNAP2
ENSG00000183513,COA5
ENSG00000162377,COA7
ENSG00000164597,COG5
ENSG00000133103,COG6
ENSG00000213380,COG8
ENSG00000197467,COL13A1
ENSG00000139219,COL2A1
ENSG00000168542,COL3A1
ENSG00000187498,COL4A1
ENSG00000113163,COL4A3BP
ENSG00000184374,COLEC10
ENSG00000118004,COLEC11
ENSG00000206561,COLQ
ENSG00000093010,COMT
ENSG00000184432,COPB2
ENSG00000173085,COQ2
ENSG00000163050,COQ8A
ENSG00000006695,COX10
ENSG00000178449,COX14
ENSG00000014919,COX15
ENSG00000203667,COX20
ENSG00000126267,COX6B1
ENSG00000131174,COX7B
ENSG00000176340,COX8A
ENSG00000197603,CPLANE1
ENSG00000168993,CPLX1
ENSG00000021826,CPS1
ENSG00000169372,CRADD
ENSG00000134376,CRB1
ENSG00000113851,CRBN
ENSG00000005339,CREBBP
ENSG00000099942,CRKL
ENSG00000006016,CRLF1
ENSG00000105392,CRX
ENSG00000101266,CSNK2A1
ENSG00000104218,CSPP1
ENSG00000160213,CSTB
ENSG00000159692,CTBP1
ENSG00000102974,CTCF
ENSG00000060069,CTDP1
ENSG00000168036,CTNNB1
ENSG00000169862,CTNND2
ENSG00000064601,CTSA
ENSG00000117984,CTSD
ENSG00000158290,CUL4B
ENSG00000111249,CUX2
ENSG00000153015,CWC27
ENSG00000095485,CWF19L1
ENSG00000018610,CXorf56
ENSG00000100243,CYB5R3
ENSG00000019186,CYP24A1
ENSG00000135929,CYP27A1
ENSG00000155016,CYP2U1
ENSG00000180902,D2HGDH
ENSG00000165617,DACT1
ENSG00000173402,DAG1
ENSG00000115866,DARS
ENSG00000137992,DBT
ENSG00000115827,DCAF17
ENSG00000187323,DCC
ENSG00000166341,DCHS1
ENSG00000077279,DCX
ENSG00000134574,DDB2
ENSG00000085788,DDHD2
ENSG00000013573,DDX11
ENSG00000215301,DDX3X
ENSG00000118197,DDX59
ENSG00000177030,DEAF1
ENSG00000100150,DEPDC5
ENSG00000070413,DGCR2
ENSG00000183628,DGCR6
ENSG00000128191,DGCR8
ENSG00000116133,DHCR24
ENSG00000172893,DHCR7
ENSG00000117682,DHDDS
ENSG00000181192,DHTKD1
ENSG00000132153,DHX30
ENSG00000066084,DIP2B
ENSG00000144535,DIS3L2
ENSG00000154309,DISP1
ENSG00000130826,DKC1
ENSG00000150768,DLAT
ENSG00000082458,DLG3
ENSG00000198719,DLL1
ENSG00000090932,DLL3
ENSG00000128917,DLL4
ENSG00000198947,DMD
ENSG00000104936,DMPK
ENSG00000104093,DMXL2
ENSG00000138346,DNA2
ENSG00000108176,DNAJC12
ENSG00000205981,DNAJC19
ENSG00000168724,DNAJC21
ENSG00000102580,DNAJC3
ENSG00000116675,DNAJC6
ENSG00000100246,DNAL4
ENSG00000106976,DNM1
ENSG00000119772,DNMT3A
ENSG00000088305,DNMT3B
ENSG00000130158,DOCK6
ENSG00000107099,DOCK8
ENSG00000159147,DONSON
ENSG00000172269,DPAGT1
ENSG00000133884,DPF2
ENSG00000108963,DPH1
ENSG00000179085,DPM3
ENSG00000130226,DPP6
ENSG00000188641,DPYD
ENSG00000147647,DPYS
ENSG00000175065,DSG4
ENSG00000140279,DUOX2
ENSG00000140274,DUOXA2
ENSG00000107404,DVL1
ENSG00000161202,DVL3
ENSG00000141627,DYM
ENSG00000197102,DYNC1H1
ENSG00000138036,DYNC2LI1
ENSG00000157540,DYRK1A
ENSG00000108001,EBF3
ENSG00000147155,EBP
ENSG00000117298,ECE1
ENSG00000127884,ECHS1
ENSG00000179151,EDC3
ENSG00000124205,EDN3
ENSG00000136160,EDNRB
ENSG00000074266,EED
ENSG00000101210,EEF1A2
ENSG00000140598,EFL1
ENSG00000090776,EFNB1
ENSG00000108883,EFTUD2
ENSG00000138798,EGF
ENSG00000181090,EHMT1
ENSG00000172071,EIF2AK3
ENSG00000130741,EIF2S3
ENSG00000062598,ELMO2
ENSG00000049540,ELN
ENSG00000118402,ELOVL4
ENSG00000134759,ELP2
ENSG00000127463,EMC1
ENSG00000066629,EML1
ENSG00000138185,ENTPD1
ENSG00000163378,EOGT
ENSG00000100393,EP300
ENSG00000088367,EPB41L1
ENSG00000152223,EPG5
ENSG00000104884,ERCC2
ENSG00000163161,ERCC3
ENSG00000175595,ERCC4
ENSG00000134899,ERCC5
ENSG00000225830,ERCC6
ENSG00000049167,ERCC8
ENSG00000105722,ERF
ENSG00000147475,ERLIN2
ENSG00000130023,ERMARD
ENSG00000171320,ESCO2
ENSG00000100056,ESS2
ENSG00000105755,ETHE1
ENSG00000072840,EVC
ENSG00000173040,EVC2
ENSG00000130713,EXOSC2
ENSG00000182197,EXT1
ENSG00000151348,EXT2
ENSG00000012232,EXTL3
ENSG00000104313,EYA1
ENSG00000188107,EYS
ENSG00000106462,EZH2
ENSG00000103089,FA2H
ENSG00000122591,FAM126A
ENSG00000170264,FAM161A
ENSG00000108950,FAM20A
ENSG00000187741,FANCA
ENSG00000181544,FANCB
ENSG00000158169,FANCC
ENSG00000144554,FANCD2
ENSG00000112039,FANCE
ENSG00000183161,FANCF
ENSG00000221829,FANCG
ENSG00000140525,FANCI
ENSG00000115392,FANCL
ENSG00000187790,FANCM
ENSG00000197601,FAR1
ENSG00000118246,FASTKD2
ENSG00000196159,FAT4
ENSG00000166147,FBN1
ENSG00000138081,FBXO11
ENSG00000103264,FBXO31
ENSG00000102302,FGD1
ENSG00000102466,FGF14
ENSG00000107831,FGF8
ENSG00000077782,FGFR1
ENSG00000066468,FGFR2
ENSG00000068078,FGFR3
ENSG00000127418,FGFRL1
ENSG00000091483,FH
ENSG00000172500,FIBP
ENSG00000181027,FKRP
ENSG00000106692,FKTN
ENSG00000154803,FLCN
ENSG00000151702,FLI1
ENSG00000177731,FLII
ENSG00000196924,FLNA
ENSG00000136068,FLNB
ENSG00000162769,FLVCR1
ENSG00000155816,FMN2
ENSG00000102081,FMR1
ENSG00000110195,FOLR1
ENSG00000170345,FOS
ENSG00000178919,FOXE1
ENSG00000176165,FOXG1
ENSG00000160973,FOXH1
ENSG00000168269,FOXI1
ENSG00000114861,FOXP1
ENSG00000110074,FOXRED1
ENSG00000138759,FRAS1
ENSG00000150893,FREM2
ENSG00000109536,FRG1
ENSG00000151474,FRMD4A
ENSG00000169933,FRMPD4
ENSG00000260230,FRRS1L
ENSG00000186765,FSCN2
ENSG00000160282,FTCD
ENSG00000087086,FTL
ENSG00000068438,FTSJ1
ENSG00000179163,FUCA1
ENSG00000033170,FUT8
ENSG00000180340,FZD2
ENSG00000136928,GABBR2
ENSG00000022355,GABRA1
ENSG00000145864,GABRB2
ENSG00000166206,GABRB3
ENSG00000187730,GABRD
ENSG00000128683,GAD1
ENSG00000117308,GALE
ENSG00000213930,GALT
ENSG00000130005,GAMT
ENSG00000261609,GAN
ENSG00000180447,GAS1
ENSG00000102145,GATA1
ENSG00000136574,GATA4
ENSG00000141448,GATA6
ENSG00000143614,GATAD2B
ENSG00000171766,GATM
ENSG00000070610,GBA2
ENSG00000114480,GBE1
ENSG00000131979,GCH1
ENSG00000106633,GCK
ENSG00000140905,GCSH
ENSG00000156466,GDF6
ENSG00000203879,GDI1
ENSG00000168621,GDNF
ENSG00000100031,GGT1
ENSG00000112964,GHR
ENSG00000152661,GJA1
ENSG00000143140,GJA5
ENSG00000121634,GJA8
ENSG00000165474,GJB2
ENSG00000188910,GJB3
ENSG00000189433,GJB4
ENSG00000121742,GJB6
ENSG00000198814,GK
ENSG00000170266,GLB1
ENSG00000178445,GLDC
ENSG00000111087,GLI1
ENSG00000074047,GLI2
ENSG00000106571,GLI3
ENSG00000145888,GLRA1
ENSG00000109738,GLRB
ENSG00000148672,GLUD1
ENSG00000168237,GLYCTK
ENSG00000112312,GMNN
ENSG00000144591,GMPPA
ENSG00000173540,GMPPB
ENSG00000087258,GNAO1
ENSG00000156052,GNAQ
ENSG00000087460,GNAS
ENSG00000078369,GNB1
ENSG00000069966,GNB5
ENSG00000159921,GNE
ENSG00000116906,GNPAT
ENSG00000111670,GNPTAB
ENSG00000090581,GNPTG
ENSG00000135677,GNS
ENSG00000120370,GORAB
ENSG00000203618,GP1BB
ENSG00000197858,GPAA1
ENSG00000147257,GPC3
ENSG00000076716,GPC4
ENSG00000183098,GPC6
ENSG00000171723,GPHN
ENSG00000105220,GPI
ENSG00000143147,GPR161
ENSG00000181656,GPR88
ENSG00000121957,GPSM2
ENSG00000166123,GPT2
ENSG00000125675,GRIA3
ENSG00000152578,GRIA4
ENSG00000164418,GRIK2
ENSG00000176884,GRIN1
ENSG00000183454,GRIN2A
ENSG00000273079,GRIN2B
ENSG00000155974,GRIP1
ENSG00000152822,GRM1
ENSG00000100983,GSS
ENSG00000197265,GTF2E2
ENSG00000272047,GTF2H5
ENSG00000077809,GTF2I
ENSG00000006704,GTF2IRD1
ENSG00000172432,GTPBP2
ENSG00000112599,GUCA1B
ENSG00000132518,GUCY2D
ENSG00000151806,GUF1
ENSG00000169919,GUSB
ENSG00000130600,H19
ENSG00000162882,HAAO
ENSG00000165996,HACD1
ENSG00000085382,HACE1
ENSG00000138796,HADH
ENSG00000084754,HADHA
ENSG00000206172,HBA1
ENSG00000188536,HBA2
ENSG00000004961,HCCS
ENSG00000172534,HCFC1
ENSG00000164588,HCN1
ENSG00000068024,HDAC4
ENSG00000094631,HDAC6
ENSG00000147099,HDAC8
ENSG00000138411,HECW2
ENSG00000119969,HELLS
ENSG00000165478,HEPACAM
ENSG00000103657,HERC1
ENSG00000128731,HERC2
ENSG00000179111,HES7
ENSG00000163666,HESX1
ENSG00000165102,HGSNAT
ENSG00000054392,HHAT
ENSG00000100084,HIRA
ENSG00000168298,HIST1H1E
ENSG00000010818,HIVEP2
ENSG00000149948,HMGA2
ENSG00000029993,HMGB3
ENSG00000135100,HNF1A
ENSG00000108753,HNF1B
ENSG00000101076,HNF4A
ENSG00000150540,HNMT
ENSG00000135486,HNRNPA1
ENSG00000122566,HNRNPA2B1
ENSG00000126945,HNRNPH2
ENSG00000165119,HNRNPK
ENSG00000153187,HNRNPU
ENSG00000158104,HPD
ENSG00000165704,HPRT1
ENSG00000174775,HRAS
ENSG00000072506,HSD17B10
ENSG00000144381,HSPD1
ENSG00000142798,HSPG2
ENSG00000197386,HTT
ENSG00000086758,HUWE1
ENSG00000198331,HYLS1
ENSG00000283122,HYMAI
ENSG00000196305,IARS
ENSG00000101365,IDH3B
ENSG00000010404,IDS
ENSG00000127415,IDUA
ENSG00000134049,IER3IP1
ENSG00000115267,IFIH1
ENSG00000187535,IFT140
ENSG00000138002,IFT172
ENSG00000100360,IFT27
ENSG00000096872,IFT74
ENSG00000032742,IFT88
ENSG00000089289,IGBP1
ENSG00000017427,IGF1
ENSG00000140443,IGF1R
ENSG00000167244,IGF2
ENSG00000073009,IKBKG
ENSG00000169306,IL1RAPL1
ENSG00000133731,IMPA1
ENSG00000106348,IMPDH1
ENSG00000081148,IMPG2
ENSG00000148384,INPP5E
ENSG00000132376,INPP5K
ENSG00000254647,INS
ENSG00000173226,IQCB1
ENSG00000124313,IQSEC2
ENSG00000119669,IRF2BPL
ENSG00000214960,ISPD
ENSG00000135424,ITGA7
ENSG00000115221,ITGB6
ENSG00000150995,ITPR1
ENSG00000009765,IYD
ENSG00000101384,JAG1
ENSG00000171988,JMJD1C
ENSG00000107104,KANK1
ENSG00000120071,KANSL1
ENSG00000083168,KAT6A
ENSG00000156650,KAT6B
ENSG00000177301,KCNA2
ENSG00000069424,KCNAB2
ENSG00000131398,KCNC3
ENSG00000176076,KCNE5
ENSG00000143473,KCNH1
ENSG00000151704,KCNJ1
ENSG00000177807,KCNJ10
ENSG00000187486,KCNJ11
ENSG00000115474,KCNJ13
ENSG00000157542,KCNJ6
ENSG00000121361,KCNJ8
ENSG00000169427,KCNK9
ENSG00000156113,KCNMA1
ENSG00000269821,KCNQ1OT1
ENSG00000075043,KCNQ2
ENSG00000185760,KCNQ5
ENSG00000107147,KCNT1
ENSG00000243335,KCTD7
ENSG00000126012,KDM5C
ENSG00000147050,KDM6A
ENSG00000119537,KDSR
ENSG00000047578,KIAA0556
ENSG00000100578,KIAA0586
ENSG00000198920,KIAA0753
ENSG00000138688,KIAA1109
ENSG00000134313,KIDINS220
ENSG00000138160,KIF11
ENSG00000118193,KIF14
ENSG00000130294,KIF1A
ENSG00000198954,KIF1BP
ENSG00000129250,KIF1C
ENSG00000090889,KIF4A
ENSG00000166813,KIF7
ENSG00000149571,KIRREL3
ENSG00000157404,KIT
ENSG00000088970,KIZ
ENSG00000169926,KLF13
ENSG00000174010,KLHL15
ENSG00000122550,KLHL7
ENSG00000227268,KLLN
ENSG00000118058,KMT2A
ENSG00000055609,KMT2C
ENSG00000167548,KMT2D
ENSG00000110066,KMT5B
ENSG00000137812,KNL1
ENSG00000118162,KPTN
ENSG00000133703,KRAS
ENSG00000205426,KRT81
ENSG00000170523,KRT83
ENSG00000170442,KRT86
ENSG00000115919,KYNU
ENSG00000198910,L1CAM
ENSG00000087299,L2HGDH
ENSG00000196976,LAGE3
ENSG00000196569,LAMA2
ENSG00000091136,LAMB1
ENSG00000172037,LAMB2
ENSG00000005893,LAMP2
ENSG00000133424,LARGE1
ENSG00000174720,LARP7
ENSG00000001497,LAS1L
ENSG00000143815,LBR
ENSG00000135338,LCA5
ENSG00000174106,LEMD3
ENSG00000168924,LETM1
ENSG00000106003,LFNG
ENSG00000132130,LHX1
ENSG00000107187,LHX3
ENSG00000121454,LHX4
ENSG00000174405,LIG4
ENSG00000106683,LIMK1
ENSG00000169783,LINGO1
ENSG00000140471,LINS1
ENSG00000144182,LIPT1
ENSG00000114988,LMAN2L
ENSG00000105983,LMBR1
ENSG00000160789,LMNA
ENSG00000113368,LMNB1
ENSG00000176619,LMNB2
ENSG00000121207,LRAT
ENSG00000081479,LRP2
ENSG00000162337,LRP5
ENSG00000119681,LTBP2
ENSG00000186687,LYRM7
ENSG00000143669,LYST
ENSG00000163818,LZTFL1
ENSG00000181541,MAB21L2
ENSG00000116670,MAD2L2
ENSG00000178573,MAF
ENSG00000105695,MAG
ENSG00000254585,MAGEL2
ENSG00000102158,MAGT1
ENSG00000111837,MAK
ENSG00000177239,MAN1B1
ENSG00000104774,MAN2B1
ENSG00000109323,MANBA
ENSG00000189221,MAOA
ENSG00000169032,MAP2K1
ENSG00000126934,MAP2K2
ENSG00000091436,MAP3K20
ENSG00000135341,MAP3K7
ENSG00000100030,MAPK1
ENSG00000109339,MAPK10
ENSG00000166974,MAPRE2
ENSG00000247626,MARS2
ENSG00000127241,MASP1
ENSG00000151224,MAT1A
ENSG00000204406,MBD5
ENSG00000125505,MBOAT7
ENSG00000012174,MBTPS2
ENSG00000078070,MCCC1
ENSG00000131844,MCCC2
ENSG00000090674,MCOLN1
ENSG00000147316,MCPH1
ENSG00000169057,MECP2
ENSG00000184634,MED12
ENSG00000123066,MED13L
ENSG00000112282,MED23
ENSG00000081189,MEF2C
ENSG00000105429,MEGF8
ENSG00000134138,MEIS2
ENSG00000153208,MERTK
ENSG00000188095,MESP2
ENSG00000181038,METTL23
ENSG00000168389,MFSD2A
ENSG00000168282,MGAT2
ENSG00000125871,MGME1
ENSG00000111341,MGP
ENSG00000080561,MID2
ENSG00000215417,MIR17HG
ENSG00000125863,MKKS
ENSG00000011143,MKS1
ENSG00000100427,MLC1
ENSG00000009950,MLXIPL
ENSG00000132763,MMACHC
ENSG00000168288,MMADHC
ENSG00000124615,MOCS1
ENSG00000107186,MPDZ
ENSG00000168303,MPLKIP
ENSG00000122140,MRPS2
ENSG00000052802,MSMO1
ENSG00000125459,MSTO1
ENSG00000198899,MT-ATP6
ENSG00000210135,MT-TN
ENSG00000210151,MT-TS1
ENSG00000103707,MTFMT
ENSG00000100714,MTHFD1
ENSG00000198793,MTOR
ENSG00000116984,MTR
ENSG00000124275,MTRR
ENSG00000146085,MUT
ENSG00000110921,MVK
ENSG00000134323,MYCN
ENSG00000109063,MYH3
ENSG00000092054,MYH7
ENSG00000111245,MYL2
ENSG00000187616,MYMK
ENSG00000197535,MYO5A
ENSG00000137474,MYO7A
ENSG00000066933,MYO9A
ENSG00000186487,MYT1L
ENSG00000102030,NAA10
ENSG00000164134,NAA15
ENSG00000160877,NACC1
ENSG00000198951,NAGA
ENSG00000108784,NAGLU
ENSG00000095380,NANS
ENSG00000137513,NARS2
ENSG00000104320,NBN
ENSG00000010292,NCAPD2
ENSG00000151503,NCAPD3
ENSG00000072864,NDE1
ENSG00000124479,NDP
ENSG00000070614,NDST1
ENSG00000130414,NDUFA10
ENSG00000184752,NDUFA12
ENSG00000186010,NDUFA13
ENSG00000131495,NDUFA2
ENSG00000189043,NDUFA4
ENSG00000139180,NDUFA9
ENSG00000164182,NDUFAF2
ENSG00000101247,NDUFAF5
ENSG00000156170,NDUFAF6
ENSG00000147123,NDUFB11
ENSG00000023228,NDUFS1
ENSG00000158864,NDUFS2
ENSG00000213619,NDUFS3
ENSG00000164258,NDUFS4
ENSG00000115286,NDUFS7
ENSG00000110717,NDUFS8
ENSG00000167792,NDUFV1
ENSG00000178127,NDUFV2
ENSG00000110400,NECTIN1
ENSG00000049759,NEDD4L
ENSG00000117650,NEK2
ENSG00000185049,NELFA
ENSG00000184494,NEU1
ENSG00000050030,NEXMIF
ENSG00000196712,NF1
ENSG00000116044,NFE2L2
ENSG00000162599,NFIA
ENSG00000008441,NFIX
ENSG00000134259,NGF
ENSG00000145912,NHP2
ENSG00000188158,NHS
ENSG00000100503,NIN
ENSG00000164190,NIPBL
ENSG00000136352,NKX2-1
ENSG00000183072,NKX2-5
ENSG00000146938,NLGN4X
ENSG00000091106,NLRC4
ENSG00000162711,NLRP3
ENSG00000173614,NMNAT1
ENSG00000156574,NODAL
ENSG00000147140,NONO
ENSG00000182117,NOP10
ENSG00000148400,NOTCH1
ENSG00000141458,NPC1
ENSG00000119655,NPC2
ENSG00000144061,NPHP1
ENSG00000031544,NR2E3
ENSG00000175745,NR2F1
ENSG00000213281,NRAS
ENSG00000129535,NRL
ENSG00000171119,NRTN
ENSG00000179915,NRXN1
ENSG00000165671,NSD1
ENSG00000109685,NSD2
ENSG00000147383,NSDHL
ENSG00000037474,NSUN2
ENSG00000076685,NT5C2
ENSG00000065320,NTN1
ENSG00000162631,NTNG1
ENSG00000198400,NTRK1
ENSG00000148053,NTRK2
ENSG00000213024,NUP62
ENSG00000153989,NUS1
ENSG00000167693,NXN
ENSG00000197822,OCLN
ENSG00000122126,OCRL
ENSG00000046651,OFD1
ENSG00000147162,OGT
ENSG00000198836,OPA1
ENSG00000125741,OPA3
ENSG00000079482,OPHN1
ENSG00000085840,ORC1
ENSG00000115947,ORC4
ENSG00000091651,ORC6
ENSG00000092094,OSGEP
ENSG00000036473,OTC
ENSG00000155100,OTUD6B
ENSG00000165588,OTX2
ENSG00000175115,PACS1
ENSG00000179364,PACS2
ENSG00000007168,PAFAH1B1
ENSG00000171759,PAH
ENSG00000077264,PAK3
ENSG00000083093,PALB2
ENSG00000140694,PARN
ENSG00000125813,PAX1
ENSG00000075891,PAX2
ENSG00000135903,PAX3
ENSG00000007372,PAX6
ENSG00000125618,PAX8
ENSG00000173599,PC
ENSG00000179270,PCARE
ENSG00000175198,PCCA
ENSG00000114054,PCCB
ENSG00000113555,PCDH12
ENSG00000150275,PCDH15
ENSG00000165194,PCDH19
ENSG00000160299,PCNT
ENSG00000161217,PCYT1A
ENSG00000112541,PDE10A
ENSG00000113448,PDE4D
ENSG00000132915,PDE6A
ENSG00000133256,PDE6B
ENSG00000156973,PDE6D
ENSG00000185527,PDE6G
ENSG00000131828,PDHA1
