ensembl_gene_id,external_gene_name
ENSG00000132763,MMACHC
ENSG00000168288,MMADHC
ENSG00000060762,MPC1
ENSG00000178802,MPI
ENSG00000128309,MPST
ENSG00000115204,MPV17
ENSG00000114686,MRPL3
ENSG00000185608,MRPL40
ENSG00000135900,MRPL44
ENSG00000175581,MRPL48
ENSG00000182180,MRPS16
ENSG00000096080,MRPS18A
ENSG00000122140,MRPS2
ENSG00000175110,MRPS22
ENSG00000148187,MRRF
ENSG00000109919,MTCH2
ENSG00000103707,MTFMT
ENSG00000100714,MTHFD1
ENSG00000120254,MTHFD1L
ENSG00000136371,MTHFS
ENSG00000135297,MTO1
ENSG00000107951,MTPAP
ENSG00000124275,MTRR
ENSG00000146085,MUT
ENSG00000161653,NAGS
ENSG00000137513,NARS2
ENSG00000125356,NDUFA1
ENSG00000130414,NDUFA10
ENSG00000174886,NDUFA11
ENSG00000184752,NDUFA12
ENSG00000186010,NDUFA13
ENSG00000131495,NDUFA2
ENSG00000189043,NDUFA4
ENSG00000184983,NDUFA6
ENSG00000167774,NDUFA7
ENSG00000119421,NDUFA8
ENSG00000139180,NDUFA9
ENSG00000137806,NDUFAF1
ENSG00000164182,NDUFAF2
ENSG00000178057,NDUFAF3
ENSG00000123545,NDUFAF4
ENSG00000101247,NDUFAF5
ENSG00000156170,NDUFAF6
ENSG00000003509,NDUFAF7
ENSG00000119013,NDUFB3
ENSG00000165264,NDUFB6
ENSG00000147684,NDUFB9
ENSG00000151366,NDUFC2
ENSG00000023228,NDUFS1
ENSG00000158864,NDUFS2
ENSG00000213619,NDUFS3
ENSG00000164258,NDUFS4
ENSG00000168653,NDUFS5
ENSG00000145494,NDUFS6
ENSG00000115286,NDUFS7
ENSG00000110717,NDUFS8
ENSG00000167792,NDUFV1
ENSG00000178127,NDUFV2
ENSG00000160194,NDUFV3
ENSG00000169599,NFU1
ENSG00000184117,NIPSNAP1
ENSG00000136783,NIPSNAP3A
ENSG00000160703,NLRX1
ENSG00000239672,NME1
ENSG00000151413,NUBPL
ENSG00000065154,OAT
ENSG00000114026,OGG1
ENSG00000198836,OPA1
ENSG00000125741,OPA3
ENSG00000036473,OTC
ENSG00000083720,OXCT1
ENSG00000112530,PACRG
ENSG00000101349,PAK7
ENSG00000125779,PANK2
ENSG00000116288,PARK7
ENSG00000175193,PARL
ENSG00000173599,PC
ENSG00000175198,PCCA
ENSG00000114054,PCCB
ENSG00000100889,PCK2
ENSG00000131828,PDHA1
ENSG00000168291,PDHB
ENSG00000110435,PDHX
ENSG00000164951,PDP1
ENSG00000148459,PDSS1
ENSG00000164494,PDSS2
ENSG00000131779,PEX11B
ENSG00000152556,PFKM
ENSG00000164708,PGAM2
ENSG00000079739,PGM1
ENSG00000067177,PHKA1
ENSG00000044446,PHKA2
ENSG00000102893,PHKB
ENSG00000156873,PHKG2
ENSG00000107537,PHYH
ENSG00000158828,PINK1
ENSG00000140650,PMM2
ENSG00000165688,PMPCA
ENSG00000127838,PNKD
ENSG00000138035,PNPT1
ENSG00000140521,POLG
ENSG00000256525,POLG2
ENSG00000099821,POLRMT
ENSG00000143224,PPOX
ENSG00000100033,PRODH
ENSG00000148334,PTGES2
ENSG00000150787,PTS
ENSG00000177192,PUS1
ENSG00000183010,PYCR1
ENSG00000100504,PYGL
ENSG00000068976,PYGM
ENSG00000151552,QDPR
ENSG00000135631,RAB11FIP5
ENSG00000146282,RARS2
ENSG00000068615,REEP1
ENSG00000155906,RMND1
ENSG00000182899,RPL35A
ENSG00000048392,RRM2B
ENSG00000123453,SARDH
ENSG00000104835,SARS2
ENSG00000133028,SCO1
ENSG00000130489,SCO2
ENSG00000116171,SCP2
ENSG00000073578,SDHA
ENSG00000205138,SDHAF1
ENSG00000167985,SDHAF2
ENSG00000117118,SDHB
ENSG00000204370,SDHD
ENSG00000187742,SECISBP2
ENSG00000122335,SERAC1
ENSG00000176974,SHMT1
ENSG00000090402,SI
ENSG00000142082,SIRT3
ENSG00000124523,SIRT5
ENSG00000155380,SLC16A1
ENSG00000135917,SLC19A3
ENSG00000197208,SLC22A4
ENSG00000197375,SLC22A5
ENSG00000115840,SLC25A12
ENSG00000004864,SLC25A13
ENSG00000102743,SLC25A15
ENSG00000125454,SLC25A19
ENSG00000178537,SLC25A20
ENSG00000177542,SLC25A22
ENSG00000075415,SLC25A3
ENSG00000013306,SLC25A39
ENSG00000151729,SLC25A4
ENSG00000137700,SLC37A4
ENSG00000142168,SOD1
ENSG00000112096,SOD2
ENSG00000197912,SPG7
ENSG00000116096,SPR
ENSG00000100596,SPTLC2
ENSG00000147465,STAR
ENSG00000136143,SUCLA2
ENSG00000163541,SUCLG1
ENSG00000172340,SUCLG2
ENSG00000175600,SUGCT
ENSG00000139531,SUOX
ENSG00000148290,SURF1
ENSG00000136463,TACO1
ENSG00000102125,TAZ
ENSG00000110719,TCIRG1
ENSG00000185339,TCN2
ENSG00000108064,TFAM
ENSG00000029639,TFB1M
ENSG00000104980,TIMM44
ENSG00000126953,TIMM8A
ENSG00000166548,TK2
ENSG00000171202,TMEM126A
ENSG00000175606,TMEM70
ENSG00000173726,TOMM20
ENSG00000130204,TOMM40
ENSG00000184428,TOP1MT
ENSG00000196511,TPK1
ENSG00000100416,TRMU
ENSG00000072756,TRNT1
ENSG00000123297,TSFM
ENSG00000100300,TSPO
ENSG00000128311,TST
ENSG00000011295,TTC19
ENSG00000178952,TUFM
ENSG00000104723,TUSC3
ENSG00000107815,TWNK
ENSG00000100348,TXN2
ENSG00000184470,TXNRD2
ENSG00000025708,TYMP
ENSG00000109424,UCP1
ENSG00000175567,UCP2
ENSG00000175564,UCP3
ENSG00000076248,UNG
ENSG00000156467,UQCRB
ENSG00000164405,UQCRQ
ENSG00000109501,WFS1
ENSG00000139131,YARS2
